Name,Source,Internal URL,External URL
"3D Genome Browser","genocat","http://genocat.tools/tools/3d_genome_browser/","http://3dgb.cs.mcgill.ca/"
"3dViewer","genocat","http://genocat.tools/tools/3dviewer/","http://bioinfo.au.tsinghua.edu.cn/member/nadhir/HiC3DViewer/"
"ABrowse","genocat","http://genocat.tools/tools/abrowse/","http://www.abrowse.org/"
"Apollo","genocat","http://genocat.tools/tools/apollo/","https://github.com/GMOD/Apollo"
"Alvis","genocat","http://genocat.tools/tools/alvis/","https://bitbucket.org/rfs/alvis/src/master/"
"AliView","genocat","http://genocat.tools/tools/aliview/","http://ormbunkar.se/aliview/"
"BactoGenie","genocat","http://genocat.tools/tools/bactogenie/","http://genocat.tools/tools/bactogenie/"
"CEpBrowser","genocat","http://genocat.tools/tools/cepbrowser/","https://www.cepbrowser.org/"
"BedSect","genocat","http://genocat.tools/tools/bedsect/","http://imgsb.org/bedsect/"
"Cinteny","genocat","http://genocat.tools/tools/cinteny/","http://cinteny.cchmc.org/"
"CGView Server","genocat","http://genocat.tools/tools/cgview_server/","http://stothard.afns.ualberta.ca/cgview_server/"
"CGView","genocat","http://genocat.tools/tools/cgview/","http://wishart.biology.ualberta.ca/cgview/"
"Circos","genocat","http://genocat.tools/tools/circos/","http://circos.ca/"
"Civi","genocat","http://genocat.tools/tools/civi/","http://civi.cmbi.ru.nl/"
"ClicO Free Service","genocat","http://genocat.tools/tools/clico_free_service/","http://codoncloud.com:3000/"
"Cooler","genocat","http://genocat.tools/tools/cooler/","https://github.com/mirnylab/cooler"
"Combo","genocat","http://genocat.tools/tools/combo/","http://genocat.tools/tools/combo/n/a"
"CNVkit","genocat","http://genocat.tools/tools/cnvkit/","https://github.com/etal/cnvkit"
"Dalliance","genocat","http://genocat.tools/tools/dalliance/","https://www.biodalliance.org/"
"CRISPResso2","genocat","http://genocat.tools/tools/crispresso2/","https://crispresso.pinellolab.partners.org/submission"
"CRAMER","genocat","http://genocat.tools/tools/cramer/","https://github.com/FadyMohareb/cramer"
"DNAPlotter","genocat","http://genocat.tools/tools/dnaplotter/","https://www.sanger.ac.uk/science/tools/dnaplotter"
"Deep Motif Dashboard","genocat","http://genocat.tools/tools/deep_motif_dashboard/","https://qdata.github.io/deep4biomed-web//"
"deepTools Heatmap","genocat","http://genocat.tools/tools/deeptools_heatmap/","https://deeptools.readthedocs.io/en/develop/content/tools/plotHeatmap.html"
"Edgar Genome Browser","genocat","http://genocat.tools/tools/edgar_genome_browser/","https://edgar.computational.bio.uni-giessen.de/cgi-bin/edgar.cgi?action=view&type=genomeBrowser&project=EDGAR_Aerococcus"
"EaSeq","genocat","http://genocat.tools/tools/easeq/","https://easeq.net/"
"Edgar Synteny Plots","genocat","http://genocat.tools/tools/edgar_synteny_plots/","http://genome.lbl.gov/vista/index.shtml"
"EpiViz","genocat","http://genocat.tools/tools/epiviz/","https://epiviz.github.io/"
"Ensembl","genocat","http://genocat.tools/tools/ensembl/","http://www.ensembl.org/"
"EnrichedHeatmap","genocat","http://genocat.tools/tools/enrichedheatmap/","https://bioconductor.org/packages/release/bioc/html/EnrichedHeatmap.html"
"Galaxy HiCExplorer","genocat","http://genocat.tools/tools/galaxy_hicexplorer/","https://hicexplorer.usegalaxy.eu/"
"GBrowse_syn","genocat","http://genocat.tools/tools/gbrowse_syn/","http://gmod.org/wiki/GBrowse_syn"
"GBrowse","genocat","http://genocat.tools/tools/gbrowse/","http://gmod.org/wiki/GBrowse"
"GenomeRing","genocat","http://genocat.tools/tools/genomering/","https://www.wsi.uni-tuebingen.de/lehrstuehle/integrative-transkriptomik/software/genomering/"
"Geneious","genocat","http://genocat.tools/tools/geneious/","https://www.geneious.com/"
"Genome Annotator Light (GAL)","genocat","http://genocat.tools/tools/genome_annotator_light_(gal)/","https://github.com/computational-genomics-lab/GAL"
"GenPlay","genocat","http://genocat.tools/tools/genplay/","http://genplay.net/wiki/index.php/Downloads"
"genoPlotR","genocat","http://genocat.tools/tools/genoplotr/","http://genoplotr.r-forge.r-project.org/"
"GenomeView","genocat","http://genocat.tools/tools/genomeview/","http://genomeview.org/"
"Gepard","genocat","http://genocat.tools/tools/gepard/","http://mips.gsf.de/services/analysis/gepard"
"ggBio","genocat","http://genocat.tools/tools/ggbio/","https://bioconductor.org/packages/release/bioc/html/ggbio.html"
"GIVE","genocat","http://genocat.tools/tools/give/","https://www.givengine.org/"
"Gosling","genocat","http://genocat.tools/tools/gosling/","https://gosling.js.org/"
"GView","genocat","http://genocat.tools/tools/gview/","https://www.gview.ca/wiki/GView/WebHome"
"Gremlin","genocat","http://genocat.tools/tools/gremlin/","http://compbio-research.cs.brown.edu/software/Gremlin/geneVisDemo.html"
"HilbertVis","genocat","http://genocat.tools/tools/hilbertvis/","https://bioconductor.org/packages/release/bioc/html/HilbertVis.html"
"HiGlass","genocat","http://genocat.tools/tools/higlass/","https://higlass.io/"
"HilbertCurve","genocat","http://genocat.tools/tools/hilbertcurve/","https://bioconductor.org/packages/release/bioc/html/HilbertCurve.html"
"HUGIn","genocat","http://genocat.tools/tools/hugin/","http://yunliweb.its.unc.edu/HUGIn"
"HiPiler","genocat","http://genocat.tools/tools/hipiler/","http://hipiler.higlass.io/"
"IGB","genocat","http://genocat.tools/tools/igb/","http://bioviz.org/index.html"
"Island Viewer","genocat","http://genocat.tools/tools/island_viewer/","https://www.pathogenomics.sfu.ca/islandviewer/"
"IRScope","genocat","http://genocat.tools/tools/irscope/","https://irscope.shinyapps.io/irapp/"
"Integrative Genomics Viewer","genocat","http://genocat.tools/tools/integrative_genomics_viewer/","http://software.broadinstitute.org/software/igv/"
"J-Circos","genocat","http://genocat.tools/tools/j-circos/","http://www.australianprostatecentre.org/research/software/jcircos"
"JalView","genocat","http://genocat.tools/tools/jalview/","http://www.jalview.org/"
"JBrowse","genocat","http://genocat.tools/tools/jbrowse/","https://jbrowse.org/"
"Lollipop Plot cBio","genocat","http://genocat.tools/tools/lollipop_plot_cbio/","https://www.cbioportal.org/results/mutations?session_id=5d0a75b0e4b0ab41378767ca"
"JuiceBox","genocat","http://genocat.tools/tools/juicebox/","https://www.aidenlab.org/juicebox/"
"Juiceboxjs","genocat","http://genocat.tools/tools/juiceboxjs/","http://aidenlab.org/juicebox/"
"MAGI","genocat","http://genocat.tools/tools/magi/","http://magi.cs.brown.edu/"
"MEME","genocat","http://genocat.tools/tools/meme/","http://meme-suite.org/"
"MEXPRESS","genocat","http://genocat.tools/tools/mexpress/","https://mexpress.be/"
"MicroScope","genocat","http://genocat.tools/tools/microscope/","https://mage.genoscope.cns.fr/microscope/home/index.php"
"MizBee","genocat","http://genocat.tools/tools/mizbee/","http://www.cs.utah.edu/~miriah/mizbee/Overview.html"
"MGcV","genocat","http://genocat.tools/tools/mgcv/","https://mgcv.cmbi.umcn.nl/"
"MochiView","genocat","http://genocat.tools/tools/mochiview/","http://www.johnsonlab.ucsf.edu/mochi"
"MSAViewer","genocat","http://genocat.tools/tools/msaviewer/","http://msa.biojs.net/"
"my5c","genocat","http://genocat.tools/tools/my5c/","http://my5c.umassmed.edu/welcome/welcome.php"
"ngs.plot","genocat","http://genocat.tools/tools/ngs.plot/","https://github.com/shenlab-sinai/ngsplot"
"NCBI Genome Viewer","genocat","http://genocat.tools/tools/ncbi_genome_viewer/","https://www.ncbi.nlm.nih.gov/genome/gdv/"
"NCBI Sequence Viewer","genocat","http://genocat.tools/tools/ncbi_sequence_viewer/","https://www.ncbi.nlm.nih.gov/projects/sviewer/"
"Persephone","genocat","http://genocat.tools/tools/persephone/","https://persephonesoft.com/"
"pLogo","genocat","http://genocat.tools/tools/plogo/","https://plogo.uconn.edu/"
"Oviz-Bio","genocat","http://genocat.tools/tools/oviz-bio/","https://bio.oviz.org/"
"PSU 3D Genome Browser","genocat","http://genocat.tools/tools/psu_3d_genome_browser/","http://3dgenome.org/"
"ReadXplorer","genocat","http://genocat.tools/tools/readxplorer/","http://www.readxplorer.org/"
"RIdeogram","genocat","http://genocat.tools/tools/rideogram/","https://cran.r-project.org/web/packages/RIdeogram/"
"Savant Genome Browser 2","genocat","http://genocat.tools/tools/savant_genome_browser_2/","http://genocat.tools/tools/savant_genome_browser_2/www.savantbrowser.com"
"Sashimi Plot","genocat","http://genocat.tools/tools/sashimi_plot/","https://software.broadinstitute.org/software/igv/Sashimi"
"Rondo","genocat","http://genocat.tools/tools/rondo/","http://www.rondo.ws/"
"Sequence Surveyor","genocat","http://genocat.tools/tools/sequence_surveyor/","https://graphics.cs.wisc.edu/Vis/SequenceSurveyor/SequenceSurveyor.html"
"Sequence Bundles","genocat","http://genocat.tools/tools/sequence_bundles/","https://www.science-practice.com/projects/sequence-bundles/"
"SCGV","genocat","http://genocat.tools/tools/scgv/","https://github.com/KrasnitzLab/SCGV"
"Spatial DB","genocat","http://genocat.tools/tools/spatial_db/","https://www.spatialomics.org/SpatialDB/"
"SilkDB 3.0","genocat","http://genocat.tools/tools/silkdb_3.0/","https://silkdb.bioinfotoolkits.net/main/species-info/BMSK0008583"
"SpliceGrapher","genocat","http://genocat.tools/tools/splicegrapher/","http://splicegrapher.sourceforge.net/"
"SplicePlot","genocat","http://genocat.tools/tools/spliceplot/","http://montgomerylab.stanford.edu/spliceplot/index.html"
"SpliceSeq","genocat","http://genocat.tools/tools/spliceseq/","https://bioinformatics.mdanderson.org/public-software/spliceseq/"
"svist4get","genocat","http://genocat.tools/tools/svist4get/","https://bitbucket.org/artegorov/svist4get/src/master/"
"SynteBase and SynteView","genocat","http://genocat.tools/tools/syntebase_and_synteview/","http://www.synteview.u-psud.fr/"
"SynMap2","genocat","http://genocat.tools/tools/synmap2/","https://genomevolution.org/coge/SynMap.pl"
"SWAV","genocat","http://genocat.tools/tools/swav/","http://swav.popgenetics.net/"
"Synteny Explorer","genocat","http://genocat.tools/tools/synteny_explorer/","https://wooythan.github.io/syntery-explorer/"
"trackViewer","genocat","http://genocat.tools/tools/trackviewer/","https://bioconductor.org/packages/release/bioc/html/trackViewer.html"
"TFmotifView","genocat","http://genocat.tools/tools/tfmotifview/","http://bardet.u-strasbg.fr/tfmotifview/"
"UCSC Genome Browser","genocat","http://genocat.tools/tools/ucsc_genome_browser/","https://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&lastVirtModeType=default&lastVirtModeExtraState=&virtModeType=default&virtMode=0&nonVirtPosition=&position=chr1%3A11102837-11267747&hgsid=729714349_6ib6LxPNBWK6CgShBpt2CkgFUcIX"
"Two Sample Logo","genocat","http://genocat.tools/tools/two_sample_logo/","http://www.twosamplelogo.org/"
"Variant View","genocat","http://genocat.tools/tools/variant_view/","https://www.cs.ubc.ca/labs/imager/tr/2013/VariantView/VariantViewSoftware/"
"Vials","genocat","http://genocat.tools/tools/vials/","http://genocat.tools/tools/vials/vials.io"
"Vista Dot","genocat","http://genocat.tools/tools/vista_dot/","http://pipeline.lbl.gov/vista_help/help.html#dotplot"
"VCF Plotein","genocat","http://genocat.tools/tools/vcf_plotein/","https://vcfplotein.liigh.unam.mx/#/"
"WashU Epigenome Browser","genocat","http://genocat.tools/tools/washu_epigenome_browser/","http://epigenomegateway.wustl.edu/browser/"
"Vista Synteny","genocat","http://genocat.tools/tools/vista_synteny/","http://genome.lbl.gov/vista/index.shtml"
"VistaPoint","genocat","http://genocat.tools/tools/vistapoint/","http://pipeline.lbl.gov/cgi-bin/gateway2?selector=vistapoint"
"WebLogo","genocat","http://genocat.tools/tools/weblogo/","https://weblogo.berkeley.edu/logo.cgi"
"Xena","genocat","http://genocat.tools/tools/xena/","http://xena.ucsc.edu/"
"waragraph","awesome-tools-visualization","","https://chfi.github.io/waragraph/"
"Taxonium","awesome-tools-visualization","","https://taxonium.org/"
"VRPG","awesome-tools-visualization","","https://github.com/codeatcg/VRPG"
"ABrowse (genome browser)","awesome-tools-visualization","","null"
"clonifier","awesome-tools-visualization","","https://dlesl.github.io/clonifier/"
"GeCoViz","awesome-tools-visualization","","https://gecoviz.cgmlab.org/"
"Prosite/MyDomains","awesome-tools-visualization","","https://prosite.expasy.org/mydomains"
"PhenoGram","awesome-tools-visualization","","https://ritchielab.org/software/phenogram-downloads"
"GenomeSyn","awesome-tools-visualization","","https://github.com/jmsong2/GenomeSyn"
"UTGB (University of Tokyo Genome Browser)","awesome-tools-visualization","","http://utgenome.org/"
"TreeBrowser (MicrobesOnline)","awesome-tools-visualization","","http://www.microbesonline.org/cgi-bin/treeBrowse.cgi?locus=17761"
"PSAT","awesome-tools-visualization","","http://www.nwrce.org/psat"
"GECO","awesome-tools-visualization","","http://bioinfo.mikrobio.med.uni-giessen.de/geco2/GecoMainServlet"
"CoolBox","awesome-tools-visualization","","null"
"SequenceServer","awesome-tools-visualization","","https://sequenceserver.com/"
"SyntenyPortal","awesome-tools-visualization","","http://bioinfo.konkuk.ac.kr/synteny_portal/"
"Sybil","awesome-tools-visualization","","http://sybil.sourceforge.net/"
"SynBrowse","awesome-tools-visualization","","null"
"PFAM generate_graphic","awesome-tools-visualization","","https://pfam.xfam.org/generate_graphic"
"IBS (Illustrator for Biological Sequences)","awesome-tools-visualization","","http://ibs.biocuckoo.org/"
"Cinteny","awesome-tools-visualization","","http://cinteny.cchmc.org/"
"SimpleSynteny","awesome-tools-visualization","","https://www.dveltri.com/simplesynteny/about.html"
"StainedGlass","awesome-tools-visualization","","null"
"CGView","awesome-tools-visualization","","http://cgview.ca/"
"RegulomeExplorer","awesome-tools-visualization","","http://explorer.cancerregulome.org/all_pairs/?dataset=TCGA_ACC"
"Ideogram viewer","awesome-tools-visualization","","https://bioinformatics.mdanderson.org/public-software/ideogramviewer/"
"PGV (pangenome tool)","awesome-tools-visualization","","https://github.com/ucrbioinfo/PGV"
"nightingale/protvista","awesome-tools-visualization","","https://ebi-webcomponents.github.io/nightingale/#/msa"
"vega","awesome-tools-visualization","","http://vega.archive.ensembl.org/Homo_sapiens/Location/Chromosome?r=6-QBL"
"Aquaria","awesome-tools-visualization","","http://aquaria.ws/Q9HD67/5i0i/A"
"gingko","awesome-tools-visualization","","http://qb.cshl.edu/ginkgo/?q=/9EiUttUP0CBHs3WnuBa0"
"AnnoJ","awesome-tools-visualization","","https://brainome.ucsd.edu/howto_annoj.html"
"Shasta","awesome-tools-visualization","","https://chanzuckerberg.github.io/shasta/ComputationalMethods.html#ReadGraph"
"PopSV","awesome-tools-visualization","","https://github.com/jmonlong/PopSV/blob/master/3-Visualization.md"
"clinker","awesome-tools-visualization","","https://github.com/gamcil/clinker"
"JGI/IMG","awesome-tools-visualization","","https://img.jgi.doe.gov/"
"Gview","awesome-tools-visualization","","https://server.gview.ca/examples"
"VIVA","awesome-tools-visualization","","https://www.biorxiv.org/content/10.1101/589879v1.full.pdf"
"UCSC Xena","awesome-tools-visualization","","https://xena.ucsc.edu/"
"pViz","awesome-tools-visualization","","https://github.com/Genentech/pviz"
"GenomePaint","awesome-tools-visualization","","https://genomepaint.stjude.cloud/"
"ProteinPaint","awesome-tools-visualization","","https://pecan.stjude.cloud/proteinpaint"
"Protael","awesome-tools-visualization","","http://sanshu.github.io/protaelweb/"
"RPAN (3kricedb)","awesome-tools-visualization","","http://cgm.sjtu.edu.cn/3kricedb/visualization/?tracks=DNA%2Cgene%2CPF"
"UCSC Genome Graphs","awesome-tools-visualization","","http://genome.ucsc.edu/cgi-bin/hgGenome"
"NCBI Genome Decoration","awesome-tools-visualization","","null"
"KaryotypeSVG","awesome-tools-visualization","","https://github.com/andreasprlic/karyotypeSVG"
"eweitz/Ideogram","awesome-tools-visualization","","https://github.com/eweitz/ideogram"
"Peax","awesome-tools-visualization","","https://github.com/Novartis/peax"
"Juicebox.js","awesome-tools-visualization","","http://www.igv.org/doc/juiceboxjs.html"
"HiPiler","awesome-tools-visualization","","http://hipiler.higlass.io/"
"Epiviz","awesome-tools-visualization","","https://epiviz.github.io/"
"Epilogos","awesome-tools-visualization","","https://epilogos.altius.org/"
"Mummer-idotplot","awesome-tools-visualization","","https://github.com/ryought/mummer-idotplot"
"Jdot","awesome-tools-visualization","","https://github.com/LyonsLab/jdot"
"dotPlotly","awesome-tools-visualization","","https://github.com/tpoorten/dotPlotly/"
